Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
6,68,2,1,31,6,31,0,15.5,21.920311,6,6,6.0,0.0,544117.6471,44117.64706,34.0,42.426407,64,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,20,29411.766,14705.883,0,31,17.0,16.35033,267.33334,0,1,0,0,1,0,0,0,0,22.666666,15.5,6.0,0,0,0,0,0,0,2,31,1,6,1125,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0
6,312856,2,2,12,43,6,6,6.0,0.0,37,6,21.5,21.920311,175.7997289,12.78543483,104285.336,140603.58,264206,68,48650,48650.0,0.0,48650,48650,312788,312788.0,0.0,312788,312788,0,0,0,0,40,40,6.3927174,6.3927174,6,37,12.2,13.863622,192.2,0,0,0,0,1,1,0,0,1,15.25,6.0,21.5,0,0,0,0,0,0,2,12,2,43,176,255,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,79313127,19,8,3338,2528,403,0,175.6842,199.90778,316,316,316.0,0.0,73.9600142105102,0.340422840723453,3.050505e+06,1.5310952e+07,78111835,2,79313127,4.406285e+06,1.8396132e+07,78111835,3,78216570,1.1173796e+07,2.953472e+07,78152236,2,1,0,0,0,608,256,0.23955682,0.10086603,0,403,223.89285,178.82773,31979.36,0,1,0,0,1,0,0,0,0,232.18518,175.6842,316.0,0,0,0,0,0,0,19,3338,8,2528,1046,2081,9,32,74607.0,0.0,74607,74607,7.811183e+07,0.0,78111835,78111835
17,46799,1,1,61,135,61,61,61.0,0.0,135,135,135.0,0.0,4188.123678,42.7359559,46799.0,0.0,46799,46799,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,21.367977,21.367977,61,135,85.666664,42.72392,1825.3334,0,0,0,0,0,0,0,0,1,128.5,61.0,135.0,0,0,0,0,0,0,1,61,1,135,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
17,920068,1,1,61,120,61,61,61.0,0.0,120,120,120.0,0.0,196.724589921615,2.17375237482447,920068.0,0.0,920068,920068,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1.0868762,1.0868762,61,120,80.666664,34.063667,1160.3334,0,0,0,0,0,0,0,0,1,121.0,61.0,120.0,0,0,0,0,0,0,1,61,1,120,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
17,59447,1,1,44,204,44,44,44.0,0.0,204,204,204.0,0.0,4171.783269,33.64341346,59447.0,0.0,59447,59447,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16.821707,16.821707,44,204,97.333336,92.376045,8533.333,0,0,0,0,0,0,0,0,1,146.0,44.0,204.0,0,0,0,0,0,0,1,44,1,204,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
17,30600,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,3856.2091503268,65.359477124183,30600.0,0.0,30600,30600,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,44,32.679737,32.679737,51,67,56.333332,9.237604,85.333336,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,0,0,0,0,0,0,1,51,1,67,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
6,5486771,5,1,135,46,46,6,27.0,20.12461,46,46,46.0,0.0,32.9884370971561,1.09353935128694,1.0973542e+06,2.4003212e+06,5390965,48,5486771,1.3716928e+06,2.6798695e+06,5390965,48,0,0.0,0.0,0,0,1,0,0,0,100,20,0.9112828,0.18225656,6,46,32.42857,18.866701,355.9524,0,1,0,0,1,0,0,0,0,37.833332,27.0,46.0,0,0,0,0,0,0,5,135,1,46,258,360,4,20,93587.0,0.0,93587,93587,5.390965e+06,0.0,5390965,5390965
6,80,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,25000.0,80.0,0.0,80,80,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12500.0,12500.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,350,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0
17,30960,2,2,84,284,42,42,42.0,0.0,142,142,142.0,0.0,11886.30491,129.1989664,10320.0,17706.14,30765,3,192,192.0,0.0,192,192,3,3.0,0.0,3,3,0,0,0,0,64,64,64.59948,64.59948,42,142,82.0,54.772255,3000.0,0,0,0,0,0,0,0,0,1,102.5,42.0,142.0,0,0,0,0,0,0,2,84,2,284,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
6,90,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22222.22222,90.0,0.0,90,90,90,90.0,0.0,90,90,0,0.0,0.0,0,0,0,0,0,0,64,0,22222.223,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,245,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
6,99587684,8,6,368,11595,362,0,46.0,127.70055,5792,0,1932.5,2181.0083,120.1252958,0.140579632,7.660591e+06,2.76e+07,99500000,1,99600000,1.42e+07,3.76e+07,99500000,1,38357,7671.4,11866.257,27185,46,0,0,0,0,252,200,0.08033122,0.060248412,0,5792,797.5333,1620.8796,2.6272508e+06,0,0,0,0,1,0,0,0,0,854.5,46.0,1932.5,0,0,0,0,0,0,8,368,6,11595,251,235,2,20,987.0,0.0,987,987,9.95e+07,0.0,99500000,99500000
17,273,2,2,94,220,47,47,47.0,0.0,110,110,110.0,0.0,1150183.15,14652.01465,91.0,36.59235,116,49,116,116.0,0.0,116,116,49,49.0,0.0,49,49,0,0,0,0,64,64,7326.0073,7326.0073,47,110,72.2,34.50652,1190.7,0,0,0,0,0,0,0,0,1,90.25,47.0,110.0,0,0,0,0,0,0,2,94,2,220,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
17,31595,1,1,53,114,53,53,53.0,0.0,114,114,114.0,0.0,5285.64646304795,63.3011552460833,31595.0,0.0,31595,31595,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,31.650578,31.650578,53,114,73.333336,35.218365,1240.3334,0,0,0,0,0,0,0,0,1,110.0,53.0,114.0,0,0,0,0,0,0,1,53,1,114,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
6,115472634,18,16,893,749,429,0,49.61111,128.37314,340,0,46.8125,112.71393,14.21981939,0.294442058,3.4991708e+06,4.7358945e+06,10000000,60,115000000,6.792508e+06,4.6447825e+06,10000000,37224,111000000,7.381953e+06,4.562166e+06,10000000,783,0,0,0,0,372,328,0.15588109,0.13856097,0,429,46.914288,117.95472,13913.316,0,0,0,1,0,0,0,0,0,48.294117,49.61111,46.8125,0,0,0,0,0,0,18,893,16,749,8192,5183,17,20,68181.91,103466.14,380144,36897,9.998126e+06,16773.516,10000000,9949563
6,39,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,307692.3077,51282.05128,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,25641.025,25641.025,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,913,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0
6,288,2,0,31,0,31,0,15.5,21.920311,0,0,0.0,0.0,107638.8889,6944.444444,288.0,0.0,288,288,288,288.0,0.0,288,288,0,0.0,0.0,0,0,1,0,0,0,40,0,6944.4443,0.0,0,31,20.666666,17.897858,320.33334,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,214,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
17,59868,1,1,50,190,50,50,50.0,0.0,190,190,190.0,0.0,4008.819403,33.40682836,59868.0,0.0,59868,59868,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,16.703415,16.703415,50,190,96.666664,80.82904,6533.3335,0,0,0,0,0,0,0,0,1,145.0,50.0,190.0,0,0,0,0,0,0,1,50,1,190,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
6,996546,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2.00693194293088,996546.0,0.0,996546,996546,996546,996546.0,0.0,996546,996546,0,0.0,0.0,0,0,0,0,0,0,64,0,2.006932,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,33304,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
17,134,2,2,74,106,37,37,37.0,0.0,53,53,53.0,0.0,1343283.582,29850.74627,44.666668,74.76853,131,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,40,40,14925.373,14925.373,37,53,43.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,54.25,37.0,53.0,0,0,0,0,0,0,2,74,2,106,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,45613209,13,11,958,3545,373,0,73.69231,136.56767,1460,0,322.27274,522.15344,98.72140327,0.526163375,1.983183e+06,3.8623875e+06,10000000,49,45600000,3.8011008e+06,4.821011e+06,10200000,314,45500000,4.546231e+06,5.0013485e+06,10200000,253,0,0,0,0,284,280,0.28500515,0.24115822,0,1460,180.12,373.73257,139676.03,0,0,0,1,0,0,0,0,0,187.625,73.69231,322.27274,0,0,0,0,0,0,13,958,11,3545,8192,18,11,20,280199.0,258940.73,668610,150530,9.991568e+06,27827.658,10000000,9949827
6,5828462,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.686287394513338,1.9428206e+06,3.3447122e+06,5804938,61,5828462,2.914231e+06,4.088077e+06,5804938,23524,0,0.0,0.0,0,0,0,0,0,0,104,40,0.51471555,0.17157185,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,29200,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0
17,177,2,2,80,112,40,40,40.0,0.0,56,56,56.0,0.0,1084745.763,22598.87006,59.0,61.611687,125,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,40,40,11299.435,11299.435,40,56,46.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,58.0,40.0,56.0,0,0,0,0,0,0,2,80,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
17,23727,2,2,54,190,27,27,27.0,0.0,95,95,95.0,0.0,10283.64311,168.5843132,7909.0,13693.594,23721,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,84.29216,84.29216,27,95,54.2,37.245132,1387.2,0,0,0,0,0,0,0,0,1,67.75,27.0,95.0,0,0,0,0,0,0,2,54,2,190,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
17,61289,2,2,92,246,46,46,46.0,0.0,123,123,123.0,0.0,5514.855847,65.26456624,20429.666,35217.336,61095,3,3,3.0,0.0,3,3,191,191.0,0.0,191,191,0,0,0,0,64,40,32.632282,32.632282,46,123,76.8,42.174637,1778.7,0,0,0,0,0,0,0,0,1,96.0,46.0,123.0,0,0,0,0,0,0,2,92,2,246,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
17,92095,2,2,62,242,31,31,31.0,0.0,121,121,121.0,0.0,3300.939248,43.43341115,30698.334,53165.875,92089,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,21.716705,21.716705,31,121,67.0,49.29503,2430.0,0,0,0,0,0,0,0,0,1,83.75,31.0,121.0,0,0,0,0,0,0,2,62,2,242,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
17,30606,2,2,102,158,51,51,51.0,0.0,79,79,79.0,0.0,8495.066327,130.6933281,10202.0,17664.32,30599,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,64,65.346664,65.346664,51,79,62.2,15.336231,235.2,0,0,0,0,0,0,0,0,1,77.75,51.0,79.0,0,0,0,0,0,0,2,102,2,158,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
17,184,2,2,70,326,35,35,35.0,0.0,163,163,163.0,0.0,2152173.913,21739.13043,61.333332,101.0363,178,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,10869.565,10869.565,35,163,86.2,70.10849,4915.2,0,0,0,0,0,0,0,0,1,107.75,35.0,163.0,0,0,0,0,0,0,2,70,2,326,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
6,97518974,8,6,289,11595,289,0,36.125,102.17693,5792,0,1932.5,2179.547,121.8634642,0.143561806,7.5014595e+06,2.7e+07,97500000,0,97500000,1.39e+07,3.69e+07,97500000,0,5526,1105.2,2179.3394,5002,47,0,0,0,0,264,200,0.08203532,0.06152649,0,5792,792.26666,1621.8969,2.6305492e+06,0,0,0,0,1,0,0,0,0,848.8571,36.125,1932.5,0,0,0,0,0,0,8,289,6,11595,251,235,1,32,1048.0,0.0,1048,1048,9.75e+07,0.0,97500000,97500000
6,83274184,6,7,432,11595,414,0,72.0,167.57088,4344,0,1656.4286,1947.6382,144.4265128,0.156110806,6.9395155e+06,2.4e+07,83100000,2,83100000,1.66e+07,3.72e+07,83100000,2,83300000,1.39e+07,3.39e+07,83100000,54,0,0,0,0,164,232,0.07205114,0.08405966,0,4344,859.5,1563.9012,2.4457872e+06,1,0,0,0,0,0,0,0,1,925.61536,72.0,1656.4286,0,0,0,0,0,0,6,432,7,11595,0,235,3,20,12978.0,0.0,12978,12978,8.31e+07,0.0,83100000,83100000
17,48675,2,2,74,266,37,37,37.0,0.0,133,133,133.0,0.0,6985.10529,82.1777093,16225.0,28096.463,48668,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,41.088856,41.088856,37,133,75.4,52.581364,2764.8,0,0,0,0,0,0,0,0,1,94.25,37.0,133.0,0,0,0,0,0,0,2,74,2,266,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,94711,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.11687132,94711.0,0.0,94711,94711,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.558435,10.558435,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,304,254,0,32,0.0,0.0,0,0,0.0,0.0,0,0
17,281,2,2,64,320,32,32,32.0,0.0,160,160,160.0,0.0,1366548.04270463,14234.8754448399,93.666664,120.38411,230,2,2,2.0,0.0,2,2,49,49.0,0.0,49,49,0,0,0,0,64,64,7117.4375,7117.4375,32,160,83.2,70.10849,4915.2,0,0,0,0,0,0,0,0,1,104.0,32.0,160.0,0,0,0,0,0,0,2,64,2,320,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
17,23682,1,1,64,117,64,64,64.0,0.0,117,117,117.0,0.0,7642.935563,84.45232666,23682.0,0.0,23682,23682,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,42.226162,42.226162,64,117,81.666664,30.599564,936.3333,0,0,0,0,0,0,0,0,1,122.5,64.0,117.0,0,0,0,0,0,0,1,64,1,117,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
6,5502001,2,1,12,0,6,6,6.0,0.0,0,0,0.0,0.0,2.181024685,0.545256171,2.7510005e+06,3.855605e+06,5477325,24676,5502001,5.502001e+06,0.0,5502001,5502001,0,0.0,0.0,0,0,0,0,0,0,40,32,0.3635041,0.18175206,0,6,4.5,3.0,9.0,0,0,0,0,1,0,0,0,0,6.0,6.0,0.0,0,0,0,0,0,0,2,12,1,0,256,980,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,85151661,9,7,650,11595,325,0,72.22222,143.31152,7240,0,1656.4286,2565.8508,143.8022448,0.187900034,5.6767775e+06,2.19e+07,84900000,0,85200000,1.06e+07,3e+07,84900000,0,269073,44845.5,109421.445,268201,47,0,0,0,0,296,232,0.10569377,0.082206264,0,7240,720.2941,1769.5176,3.1311925e+06,0,0,0,0,1,0,0,0,0,765.3125,72.22222,1656.4286,0,0,0,0,0,0,9,650,7,11595,274,235,2,32,1968.0,0.0,1968,1968,8.49e+07,0.0,84900000,84900000
17,557,1,1,46,74,46,46,46.0,0.0,74,74,74.0,0.0,215439.8564,3590.664273,557.0,0.0,557,557,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1795.3322,1795.3322,46,74,55.333332,16.165808,261.33334,0,0,0,0,0,0,0,0,1,83.0,46.0,74.0,0,0,0,0,0,0,1,46,1,74,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
17,293,2,2,74,106,37,37,37.0,0.0,53,53,53.0,0.0,614334.471,13651.87713,97.666664,127.00525,242,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,40,52,6825.9385,6825.9385,37,53,43.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,54.25,37.0,53.0,0,0,0,0,0,0,2,74,2,106,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,46,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,43478.2608695652,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,21739.13,21739.13,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,66,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0
6,4875170,7,5,1009,351,701,0,144.14285,260.06116,194,0,70.2,92.32118,278.964630976971,2.46145262626739,443197.28,1.414077e+06,4706259,93,4875170,812528.3,1.9077354e+06,4706259,117,103274,25818.5,29186.176,51251,273,0,0,0,0,152,112,1.4358474,1.0256052,0,701,104.61539,197.41814,38973.92,0,0,0,1,0,0,0,0,0,113.333336,144.14285,70.2,0,0,0,0,0,0,7,1009,5,351,8192,124,6,20,0.0,0.0,0,0,0.0,0.0,0,0
17,31356,2,2,74,154,37,37,37.0,0.0,77,77,77.0,0.0,7271.33563,127.5672917,10452.0,18098.2,31350,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,63.783646,63.783646,37,77,53.0,21.908903,480.0,0,0,0,0,0,0,0,0,1,66.25,37.0,77.0,0,0,0,0,0,0,2,74,2,154,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,85651052,9,6,712,11595,353,0,79.111115,155.29283,5792,0,1932.5,2181.0083,143.6876689,0.175129197,6.1179325e+06,2.28e+07,85300000,3,85500000,1.07e+07,3.01e+07,85300000,3,365407,73081.4,104974.805,227990,46,0,0,0,0,284,200,0.10507752,0.07005168,0,5792,769.1875,1570.0145,2.4649458e+06,0,0,0,0,1,0,0,0,0,820.4667,79.111115,1932.5,0,0,0,0,0,0,9,712,6,11595,274,235,3,20,2002.0,0.0,2002,2002,8.53e+07,0.0,85300000,85300000
6,71,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,169014.0845,28169.01408,71.0,0.0,71,71,71,71.0,0.0,71,71,0,0.0,0.0,0,0,0,0,0,0,40,0,28169.014,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,252,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,60278611,14,11,949,997,665,0,67.78571,182.88002,821,0,90.63636,246.10213,32.2834247126232,0.414740810799373,2.5116088e+06,4.373736e+06,10027288,45,60278611,4.636816e+06,5.1663265e+06,10112009,84,60193498,6.01935e+06,5.145664e+06,10112046,378,0,0,0,0,456,360,0.23225485,0.18248595,0,821,74.84615,204.88937,41979.656,0,0,0,1,0,0,0,0,0,77.84,67.78571,90.63636,0,0,0,0,0,0,14,949,11,997,29200,124,3,32,120899.0,88529.47,301609,84720,9.925456e+06,214097.22,10027288,9491737
6,65351572,10,10,360,288,360,0,36.0,113.841995,288,0,28.8,91.07359,9.915599276,0.306037015,3.4395565e+06,4.7212855e+06,10100000,55,61500000,6.834362e+06,5.03872e+06,10200000,112151,65200000,7.2488305e+06,4.565554e+06,10200000,3009,0,0,0,0,328,328,0.1530185,0.1530185,0,360,30.857143,98.11946,9627.429,0,0,0,1,0,0,0,0,1,32.4,36.0,28.8,0,0,0,0,0,0,10,360,10,288,29200,235,1,32,152347.83,97068.65,350444,111573,1.01e+07,50242.047,10100000,10000000
6,1075346,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,22.31839799,3.719732998,358448.66,620372.4,1074793,214,1075346,358448.66,620372.4,1074793,214,0,0.0,0.0,0,0,0,0,0,0,80,0,3.719733,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
6,61,2,1,31,6,31,0,15.5,21.920311,6,6,6.0,0.0,606557.377,49180.32787,30.5,37.476658,57,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,20,32786.887,16393.443,0,31,17.0,16.35033,267.33334,0,1,0,0,1,0,0,0,0,22.666666,15.5,6.0,0,0,0,0,0,0,2,31,1,6,1482,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0
6,98736653,6,7,324,11595,306,0,54.0,123.48927,5792,0,1656.4286,2120.7322,120.71505,0.131663365,8.2280545e+06,2.85e+07,98600000,30,98600000,1.97e+07,4.41e+07,98600000,985,98700000,1.65e+07,4.02e+07,98600000,46,0,0,0,0,164,232,0.060767706,0.07089566,0,5792,851.7857,1667.0461,2.7790428e+06,1,0,0,0,0,0,0,0,1,917.3077,54.0,1656.4286,0,0,0,0,0,0,6,324,7,11595,0,235,3,20,11995.0,0.0,11995,11995,9.86e+07,0.0,98600000,98600000
17,190,2,2,110,174,55,55,55.0,0.0,87,87,87.0,0.0,1494736.84210526,21052.6315789474,63.333332,25.69695,93,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,64,64,10526.315,10526.315,55,87,67.8,17.527122,307.2,0,0,0,0,0,0,0,0,1,84.75,55.0,87.0,0,0,0,0,0,0,2,110,2,174,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
17,204,2,2,74,198,37,37,37.0,0.0,99,99,99.0,0.0,1333333.333,19607.84314,68.0,77.9487,154,2,2,2.0,0.0,2,2,48,48.0,0.0,48,48,0,0,0,0,40,40,9803.922,9803.922,37,99,61.8,33.958797,1153.2,0,0,0,0,0,0,0,0,1,77.25,37.0,99.0,0,0,0,0,0,0,2,74,2,198,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,9487744,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.161974016,0.526995669,2.371936e+06,4.7358785e+06,9475750,3,9487744,2.371936e+06,4.7358785e+06,9475750,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.52699566,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,11994.0,0.0,11994,11994,9.47575e+06,0.0,9475750,9475750
17,119432,1,1,53,88,53,53,53.0,0.0,88,88,88.0,0.0,1180.588117,16.74593074,119432.0,0.0,119432,119432,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,8.372966,8.372966,53,88,64.666664,20.20726,408.33334,0,0,0,0,0,0,0,0,1,97.0,53.0,88.0,0,0,0,0,0,0,1,53,1,88,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
6,1667886,3,6,26,11607,20,0,8.666667,10.263203,5840,0,1934.5,2558.3962,6974.697311,5.396052248,208485.75,589151.4,1666561,2,865,432.5,412.24326,724,141,1667840,333568.0,745165.8,1666561,2,0,0,0,0,72,132,1.7986841,3.5973682,0,5840,1163.3,2151.1873,4.627607e+06,0,0,0,1,0,0,0,0,2,1292.5555,8.666667,1934.5,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
6,98547969,8,7,320,11595,320,0,40.0,113.137085,5792,0,1656.4286,2118.2273,120.9055866,0.152210138,7.0391405e+06,2.63e+07,98400000,1,98400000,1.41e+07,3.72e+07,98400000,1,145692,24282.0,53562.14,133185,47,0,0,0,0,264,232,0.08117874,0.0710314,0,5792,744.6875,1578.1224,2.4904705e+06,0,0,0,0,1,0,0,0,0,794.3333,40.0,1656.4286,0,0,0,0,0,0,8,320,7,11595,251,235,1,32,999.0,0.0,999,999,9.84e+07,0.0,98400000,98400000
17,31696,4,2,132,98,33,33,33.0,0.0,49,49,49.0,0.0,7256.436143,189.2983342,6339.2,10723.335,24773,3,24780,8260.0,14300.678,24773,3,47,47.0,0.0,47,47,0,0,0,0,80,64,126.19889,63.099445,33,49,37.57143,7.8072004,60.95238,0,0,0,0,0,0,0,0,0,43.833332,33.0,49.0,0,0,0,0,0,0,4,132,2,98,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
6,5593,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,357.5898444,5593.0,0.0,5593,5593,5593,5593.0,0.0,5593,5593,0,0.0,0.0,0,0,0,0,0,0,64,0,357.58984,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,242,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
17,30632,1,1,43,59,43,43,43.0,0.0,59,59,59.0,0.0,3329.851136,65.29119875,30632.0,0.0,30632,30632,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.6456,32.6456,43,59,48.333332,9.237604,85.333336,0,0,0,0,0,0,0,0,1,72.5,43.0,59.0,0,0,0,0,0,0,1,43,1,59,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
