Protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init Fwd Win Bytes,Init Bwd Win Bytes,Fwd Act Data Packets,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
17,195,2,2,64,158,32,32,32.0,0.0,79,79,79.0,0.0,1138461.538,20512.82051,65.0,109.98637,192,1,2,2.0,0.0,2,2,1,1.0,0.0,1,1,0,0,0,0,64,64,10256.41,10256.41,32,79,50.8,25.74296,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
17,91253,1,1,41,183,41,41,41.0,0.0,183,183,183.0,0.0,2454.713818,21.91708766,91253.0,0.0,91253,91253,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,10.958544,10.958544,41,183,88.333336,81.98374,6721.3335,0,0,0,0,0,0,0,0,1,132.5,41.0,183.0,0,0,0,0,0,0,1,41,1,183,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0
6,1129221,7,7,1665,3369,1004,0,237.85715,386.27643,1460,0,481.2857,620.8026,4457.940474,12.39792742,86863.16,226276.16,835293,3,1104759,184126.5,319782.75,835293,23923,1105429,184238.17,358385.62,909823,3,0,0,0,0,152,152,6.1989636,6.1989636,0,1460,335.6,502.5439,252550.4,0,0,0,1,0,0,0,0,1,359.57144,237.85715,481.2857,0,0,0,0,0,0,7,1665,7,3369,8192,64,6,20,0.0,0.0,0,0,0.0,0.0,0,0
17,261,2,2,80,452,40,40,40.0,0.0,226,226,226.0,0.0,2038314.176,15325.6705,87.0,109.617516,211,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,40,40,7662.8354,7662.8354,40,226,114.4,101.876396,10378.8,0,0,0,0,0,0,0,0,1,143.0,40.0,226.0,0,0,0,0,0,0,2,80,2,452,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,115575104,16,13,320,299,309,0,20.0,77.06793,299,0,23.0,82.92768,5.355824728,0.250919091,4.1276822e+06,4.892959e+06,10000000,160,116000000,7.705007e+06,4.1709505e+06,10100000,50568,111000000,9.226128e+06,2.867607e+06,10100000,120269,0,0,0,0,332,268,0.13843812,0.112480976,0,309,20.633333,77.04028,5935.2056,0,0,0,1,0,0,0,0,0,21.344828,20.0,23.0,0,0,0,0,0,0,16,320,13,299,8192,127,12,20,63625.09,43392.17,194456,50302,1e+07,9805.562,10000000,9977244
6,606403,3,5,26,11601,20,0,8.666667,10.263203,5840,0,2320.2,2436.833,19173.71781,13.19254687,86629.0,226090.02,599331,10,6025,3012.5,4246.1763,6015,10,606234,151558.5,298528.56,599331,194,0,0,0,0,72,112,4.947205,8.245342,0,5840,1291.8889,2110.9507,4.456113e+06,0,0,0,1,0,0,0,0,1,1453.375,8.666667,2320.2,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0
6,165,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12121.21212,165.0,0.0,165,165,165,165.0,0.0,165,165,0,0.0,0.0,0,0,0,0,0,0,64,0,12121.212,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,242,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
17,30076,2,2,88,168,44,44,44.0,0.0,84,84,84.0,0.0,8511.770182,132.9964091,10025.333,17280.383,29979,48,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,80,40,66.49821,66.49821,44,84,60.0,21.908903,480.0,0,0,0,0,0,0,0,0,1,75.0,44.0,84.0,0,0,0,0,0,0,2,88,2,168,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0
6,84858107,7,7,754,11595,368,0,107.71429,177.82924,5792,0,1656.4286,2120.7322,145.5252826,0.16498129,6.5275465e+06,2.34e+07,84400000,1,84700000,1.41e+07,3.45e+07,84400000,191,84900000,1.41e+07,3.44e+07,84500000,46,0,0,0,0,196,232,0.082490645,0.082490645,0,5792,823.6667,1609.9226,2.5918508e+06,1,0,0,0,0,0,0,0,1,882.5,107.71429,1656.4286,0,0,0,0,0,0,7,754,7,11595,0,235,4,20,14022.0,0.0,14022,14022,8.44e+07,0.0,84400000,84400000
6,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.7,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
6,6116997,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.923493832,0.653915639,2.038999e+06,3.5264508e+06,6110992,3,6116997,2.038999e+06,3.5264508e+06,6110992,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.65391564,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,6005.0,0.0,6005,6005,6.110992e+06,0.0,6110992,6110992
6,5877188,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.680597592,1.9590626e+06,3.3725585e+06,5853334,106,5877188,2.938594e+06,4.1220648e+06,5853334,23854,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5104482,0.1701494,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,14600,0,20,0.0,0.0,0,0,0.0,0.0,0,0
6,507,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3944.773176,507.0,0.0,507,507,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,1972.3866,1972.3866,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,252,33276,0,32,0.0,0.0,0,0,0.0,0.0,0,0
17,31153,1,1,64,130,64,64,64.0,0.0,130,130,130.0,0.0,6227.329631,64.19927455,31153.0,0.0,31153,31153,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,28,32.099636,32.099636,64,130,86.0,38.105118,1452.0,0,0,0,0,0,0,0,0,1,129.0,64.0,130.0,0,0,0,0,0,0,1,64,1,130,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
17,63376,2,2,86,220,43,43,43.0,0.0,110,110,110.0,0.0,4828.32618,63.11537491,21125.334,36507.01,63280,48,48,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0,0,0,40,40,31.557688,31.557688,43,110,69.8,36.69741,1346.7,0,0,0,0,0,0,0,0,1,87.25,43.0,110.0,0,0,0,0,0,0,2,86,2,220,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
17,281572,4,2,140,354,35,35,35.0,0.0,177,177,177.0,0.0,1754.43581,21.30893697,56314.4,108117.9,247963,3,33605,11201.667,19395.793,33598,3,4,4.0,0.0,4,4,0,0,0,0,104,40,14.205958,7.102979,35,177,75.57143,69.2889,4800.952,0,0,0,0,0,0,0,0,0,88.166664,35.0,177.0,0,0,0,0,0,0,4,140,2,354,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0
6,93657,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21.35451701,93657.0,0.0,93657,93657,93657,93657.0,0.0,93657,93657,0,0.0,0.0,0,0,0,0,0,0,64,0,21.354517,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,305,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
17,384700,1,1,53,230,53,53,53.0,0.0,230,230,230.0,0.0,735.638159604887,5.19885625162464,384700.0,0.0,384700,384700,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,44,2.5994282,2.5994282,53,230,112.0,102.190994,10443.0,0,0,0,0,0,0,0,0,1,168.0,53.0,230.0,0,0,0,0,0,0,1,53,1,230,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
17,60691,1,1,46,223,46,46,46.0,0.0,223,223,223.0,0.0,4432.288148,32.95381523,60691.0,0.0,60691,60691,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,16.476908,16.476908,46,223,105.0,102.190994,10443.0,0,0,0,0,0,0,0,0,1,157.5,46.0,223.0,0,0,0,0,0,0,1,46,1,223,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
17,164,2,2,76,108,38,38,38.0,0.0,54,54,54.0,0.0,1121951.22,24390.2439,54.666668,54.307766,112,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,12195.122,12195.122,38,54,44.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,55.5,38.0,54.0,0,0,0,0,0,0,2,76,2,108,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
17,194,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,886597.9381,20618.5567,64.666664,28.00595,97,48,49,49.0,0.0,49,49,48,48.0,0.0,48,48,0,0,0,0,80,80,10309.278,10309.278,35,51,41.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,0,0,0,0,0,0,2,70,2,102,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0
17,92749,1,1,56,204,56,56,56.0,0.0,204,204,204.0,0.0,2803.264725,21.56357481,92749.0,0.0,92749,92749,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.781788,10.781788,56,204,105.333336,85.44784,7301.3335,0,0,0,0,0,0,0,0,1,158.0,56.0,204.0,0,0,0,0,0,0,1,56,1,204,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
17,899,2,2,64,96,32,32,32.0,0.0,48,48,48.0,0.0,177975.5284,4449.388209,299.66666,474.56226,847,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,64,64,2224.694,2224.694,32,48,38.4,8.763561,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
6,1076,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,11152.41636,1858.736059,1076.0,0.0,1076,1076,1076,1076.0,0.0,1076,1076,0,0.0,0.0,0,0,0,0,0,0,40,0,1858.7361,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,576,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5208.33333333333,288.0,96.16652,356,220,220,220.0,0.0,220,220,0,0.0,0.0,0,0,0,0,0,0,64,32,3472.2222,1736.1111,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,362,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0
6,61498691,15,14,789,4941,400,0,52.6,111.34875,1460,0,352.92856,572.0935,93.17271484689,0.471554752279199,2.1963818e+06,4.1371585e+06,10005760,26,61498691,4.3927635e+06,5.0543875e+06,10055887,3186,61448052,4.726773e+06,5.126113e+06,10055896,48,0,0,0,0,312,352,0.24390763,0.22764713,0,1460,191.0,420.14996,176526.0,0,0,0,1,0,0,0,0,0,197.58621,52.6,352.92856,0,0,0,0,0,0,15,789,14,4941,8192,114,14,20,280251.5,563533.3,1430559,50127,9.969496e+06,67359.39,10005760,9833622
17,243,2,2,68,250,34,34,34.0,0.0,125,125,125.0,0.0,1308641.975,16460.90535,81.0,135.09996,237,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,8230.453,8230.453,34,125,70.4,49.842754,2484.3,0,0,0,0,0,0,0,0,1,88.0,34.0,125.0,0,0,0,0,0,0,2,68,2,250,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,215,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,83720.9302325581,18604.6511627907,71.666664,95.71485,181,3,215,107.5,147.78532,212,3,0,0.0,0.0,0,0,0,0,0,0,60,32,13953.488,4651.1626,0,6,4.8,2.6832817,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,0,0,0,0,0,0,3,18,1,0,0,972,2,20,0.0,0.0,0,0,0.0,0.0,0,0
6,76,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,157894.7368,26315.78947,76.0,0.0,76,76,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,13157.895,13157.895,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,114,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0
17,164,2,2,72,136,36,36,36.0,0.0,68,68,68.0,0.0,1268292.683,24390.2439,54.666668,55.3022,113,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,12195.122,12195.122,36,68,48.8,17.527122,307.2,0,0,0,0,0,0,0,0,1,61.0,36.0,68.0,0,0,0,0,0,0,2,72,2,136,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
17,49,2,0,124,0,62,62,62.0,0.0,0,0,0.0,0.0,2530612.24489796,40816.3265306122,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,40,0,40816.33,0.0,62,62,62.0,0.0,0.0,0,0,0,0,0,0,0,0,0,93.0,62.0,0.0,0,0,0,0,0,0,2,124,0,0,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
17,190,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1705263.158,21052.63158,63.333332,69.94521,140,3,47,47.0,0.0,47,47,3,3.0,0.0,3,3,0,0,0,0,64,64,10526.315,10526.315,30,132,70.8,55.867702,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
6,22,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90909.09091,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,45454.547,45454.547,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,340,263,0,32,0.0,0.0,0,0,0.0,0.0,0,0
17,77434,1,1,54,121,54,54,54.0,0.0,121,121,121.0,0.0,2259.989152,25.82844745,77434.0,0.0,77434,77434,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,12.914224,12.914224,54,121,76.333336,38.68247,1496.3334,0,0,0,0,0,0,0,0,1,114.5,54.0,121.0,0,0,0,0,0,0,1,54,1,121,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
6,116455478,24,18,4167,2489,1761,0,173.625,444.72296,1375,0,138.27777,350.1332,57.1548897,0.36065285,2.8403775e+06,4.456037e+06,10000000,1,116000000,5.0632815e+06,4.96887e+06,10100000,3,112000000,6.5726025e+06,4.85427e+06,10100000,218,0,0,0,0,776,584,0.20608734,0.15456551,0,1761,154.7907,398.52026,158818.4,0,0,0,1,0,0,0,0,0,158.4762,173.625,138.27777,0,0,0,0,0,0,24,4167,18,2489,29200,426,6,32,145802.36,360680.7,1233295,36865,1e+07,5663.708,10000000,10000000
17,194,2,2,94,158,47,47,47.0,0.0,79,79,79.0,0.0,1298969.07216495,20618.5567010309,64.666664,70.81196,142,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,40,40,10309.278,10309.278,47,79,59.8,17.527122,307.2,0,0,0,0,0,0,0,0,1,74.75,47.0,79.0,0,0,0,0,0,0,2,94,2,158,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,5287765,9,7,366,3968,209,0,40.666668,75.52648,1460,0,566.8571,636.40436,819.6279525,3.025853078,352517.66,1.2765566e+06,4963412,3,5287765,660970.6,1.7399806e+06,4963412,3,302155,50359.168,86141.37,221531,48,0,0,0,0,204,152,1.7020423,1.3238107,0,1460,254.94118,476.63895,227184.69,0,0,0,1,0,0,0,0,0,270.875,40.666668,566.8571,0,0,0,0,0,0,9,366,7,3968,8192,119,3,20,0.0,0.0,0,0,0.0,0.0,0,0
17,403,1,1,56,84,56,56,56.0,0.0,84,84,84.0,0.0,347394.5409,4962.779156,403.0,0.0,403,403,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,2481.3896,2481.3896,56,84,65.333336,16.165808,261.33334,0,0,0,0,0,0,0,0,1,98.0,56.0,84.0,0,0,0,0,0,0,1,56,1,84,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0
17,149,2,2,72,136,36,36,36.0,0.0,68,68,68.0,0.0,1395973.154,26845.63758,49.666668,79.96458,142,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,13422.818,13422.818,36,68,48.8,17.527122,307.2,0,0,0,0,0,0,0,0,1,61.0,36.0,68.0,0,0,0,0,0,0,2,72,2,136,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
17,287339,2,2,74,344,37,37,37.0,0.0,172,172,172.0,0.0,1454.727691,13.92083915,95779.664,165890.05,287333,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,6.9604197,6.9604197,37,172,91.0,73.94254,5467.5,0,0,0,0,0,0,0,0,1,113.75,37.0,172.0,0,0,0,0,0,0,2,74,2,344,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,64950,5,3,445,417,445,0,89.0,199.01006,417,0,139.0,240.75507,13271.7474980754,123.171670515781,9278.571,14931.276,31173,27,64950,16237.5,18293.08,33025,199,33240,16620.0,20923.29,31415,1825,0,0,0,0,172,104,76.98229,46.189377,0,445,95.77778,190.182,36169.195,0,0,0,1,0,0,0,0,0,107.75,89.0,139.0,0,0,0,0,0,0,5,445,3,417,65535,118,1,32,0.0,0.0,0,0,0.0,0.0,0,0
17,32398,2,2,62,244,31,31,31.0,0.0,122,122,122.0,0.0,9445.027471,123.4644114,10799.333,18660.84,32347,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,64,64,61.732204,61.732204,31,122,67.4,49.842754,2484.3,0,0,0,0,0,0,0,0,1,84.25,31.0,122.0,0,0,0,0,0,0,2,62,2,244,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0
6,62472952,18,20,9570,4223,4985,0,531.6667,1495.0461,1448,0,211.15,449.4186,220.7835481,0.608263237,1.6884581e+06,3.6954738e+06,10200000,1,62500000,3.6748795e+06,4.847399e+06,10200000,222,62400000,3.2834965e+06,4.720769e+06,10200000,1,0,0,0,0,584,648,0.28812468,0.32013854,0,4985,353.66666,1062.9768,1.1299198e+06,0,0,0,1,0,0,0,0,1,362.9737,531.6667,211.15,0,0,0,0,0,0,18,9570,20,4223,29200,197,4,32,459809.16,919302.25,2336327,84454,9.952042e+06,500618.66,10200000,8930165
17,264,2,2,74,204,37,37,37.0,0.0,102,102,102.0,0.0,1053030.303,15151.51515,88.0,150.68842,262,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,40,40,7575.758,7575.758,37,102,63.0,35.601967,1267.5,0,0,0,0,0,0,0,0,1,78.75,37.0,102.0,0,0,0,0,0,0,2,74,2,204,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
17,1320,2,2,70,398,35,35,35.0,0.0,199,199,199.0,0.0,354545.454545455,3030.30303030303,440.0,718.28754,1269,3,48,48.0,0.0,48,48,3,3.0,0.0,3,3,0,0,0,0,40,40,1515.1515,1515.1515,35,199,100.6,89.8265,8068.8,0,0,0,0,0,0,0,0,1,125.75,35.0,199.0,0,0,0,0,0,0,2,70,2,398,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0
6,47255367,57,100,2044,115218,529,0,35.85965,81.15823,1430,0,1152.18,532.4839,2481.453588,3.322373943,302919.03,3.701035e+06,46200000,1,47300000,843845.8,6.1858315e+06,46300000,58,983984,9939.232,43199.547,366142,1,0,0,0,0,1152,2012,1.2062122,2.1161618,0,1430,742.16455,687.6374,472845.2,0,0,0,1,0,0,0,0,1,746.8917,35.85965,1152.18,0,0,0,0,0,0,57,2044,100,115218,8192,377,56,20,1.024471e+06,0.0,1024471,1024471,4.62e+07,0.0,46200000,46200000
6,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,9890,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0
